,AAA Organization Name,AAA Year Found,AAA EIN,activityormissiondesc,votingmembersgoverningbodycnt,votingmembersindependentcnt,totalemployeecnt,totalvolunteerscnt,totalgrossubiamt,netgrossubiamt,pycontributionsgrantsamt,cycontributionsgrantsamt,pyprogramservicerevenueamt,cyprogramservicerevenueamt,pyinvestmentincomeamt,cyinvestmentincomeamt,pyotherrevenueamt,cyotherrevenueamt,pytotalrevenueamt,cytotalrevenueamt,pygrantsandsimilarpaidamt,cygrantsandsimilarpaidamt,pybenefitspaidtomembersamt,cybenefitspaidtomembersamt,pysalariescompempbnftpaidamt,cysalariescompempbnftpaidamt,pytotalproffndrsngexpnsamt,cytotalproffndrsngexpnsamt,pytotalfundraisingexpenseamt,cytotalfundraisingexpenseamt,pyotherexpensesamt,cyotherexpensesamt,pytotalexpensesamt,cytotalexpensesamt,pyrevenueslessexpensesamt,cyrevenueslessexpensesamt,totalassetsboyamt,totalassetseoyamt,totalliabilitiesboyamt,totalliabilitieseoyamt,netassetsorfundbalancesboyamt,netassetsorfundbalanceseoyamt
0,100 Black Men of Greater Washington DC,2017,521998131,MENTORING AFRICAN AMERICAN YOUTH,42,37,0,10,0,SELECT-KEY-WRITE-NULL,76396,83846,38440,32350,HEADERFILL-NULL,0,HEADERFILL-NULL,0,114836,116196,HEADERFILL-NULL,1500,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,27207,97752,116438,97752,117938,17084,-1742,33676,20379,29257,17702,4419,2677
0,826DC,2017,262426166,826DC is a nonprofit organization dedicated to working with students ages 6-18 in developing their creative and expository writing skills and to working with teachers to inspire their students to write.,14,14,6,200,-32913,SELECT-KEY-WRITE-NULL,659632,475368,937,0,447,57,-8553,-22156,652463,453269,HEADERFILL-NULL,0,HEADERFILL-NULL,0,233113,303191,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,199680,279955,353018,513068,656209,139395,-202940,320828,261671,141305,285088,179523,-23417
0,After-School All-Stars,2017,954441208,"ASAS PROVIDES FREE, HIGH-QUALITY AFTER-SCHOOL PROGRAMS TO LOW-INCOME, INNER CITY YOUTH ACROSS THE COUNTRY, NEARLY 90,000 STUDENTS ON OVER 350 SCHOOL SITES OUR GOAL FOR OUR ALL-STARS ARE THE SAME WE HAVE FOR OUR OWN CHILDREN TO BE HEALTHY ACTIVE, TO GRADUATE HIGH SCHOOL AND GO ON TO COLLEGE, TO FIND A JOB THAT THEY WILL LOVEAND TO GIVE BACK TO THEIR COMMUNITIES. WE ACHIEVE THIS BY FUELING OUR STUDENTS' PASSION BY TYING THEIR INTERESTS TO ACADEMIC SUPPORT, ENRICHMENT ACTIVITIES AND HEALTH AND FITNESS PROGRAMS THAT INSTILL THE CONFIDENCE AND RESILIENCE THEY'LL NEED TO SUCCESS IN SCHOOL AND IN LIFE.",26,26,235,25,0,SELECT-KEY-WRITE-NULL,5217462,8367105,248306,109956,259,0,851913,1188516,6317940,9665577,1006469,1372200,HEADERFILL-NULL,0,2840813,5059038,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,607467,2076982,2205613,5924264,8636851,393676,1028726,3606435,5072334,347476,784649,3258959,4287685
0,Arena Stage at the Mead Center for American Theater,2017,530246894,"ARENA STAGE IS A CENTER FOR THE PRODUCTION,PRESENTATION, DEVELOPMENT&STUDY OF THE AMERICAN THEATER.",40,38,479,2000,41487,SELECT-KEY-WRITE-NULL,4769508,12817984,14006679,13909537,6744467,-1195042,232058,200674,25752712,25733153,0,0,0,0,9436138,10144048,68697,0,SELECT-KEY-WRITE-NULL,1616352,18712161,18511153,28216996,28655201,-2464284,-2922048,196647605,192590235,135908884,146604296,60738721,45985939
0,Asian American LEAD,2017,522102012,To promote the well-being of Asian Pacific American youth and families. See Part III,11,10,44,115,0,SELECT-KEY-WRITE-NULL,1034538,946716,0,0,18525,88790,11303,8399,1064366,1043905,889,0,0,0,850122,1110525,0,0,SELECT-KEY-WRITE-NULL,275550,241580,281563,1092591,1392088,-28225,-348183,1488221,1163663,62659,84421,1425562,1079242
0,Atlas Performing Arts Center,2017,522358563,"ATLAS IS A COMMUNITY-BASED VENUE FOR THE PERFORMING ARTS IN NORTHEAST WASHINGTON, DC.",21,21,38,50,0,SELECT-KEY-WRITE-NULL,1773915,1180982,546209,834489,7738,1663,514952,771222,2842814,2788356,0,0,0,0,887824,998371,0,0,SELECT-KEY-WRITE-NULL,291193,2100200,2103461,2988024,3101832,-145210,-313476,17564833,17176888,7272961,7191437,10291872,9985451
0,Beacon House Community Ministry,2017,521773366,To prepare at-risk youth for productive involvement in their community and society.,11,10,14,160,0,SELECT-KEY-WRITE-NULL,963273,1292014,28450,19379,17397,83281,1347,3579,1010467,1398253,HEADERFILL-NULL,0,HEADERFILL-NULL,0,510707,532632,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,4236,530063,554092,1040770,1086724,-30303,311529,1400885,1504655,99912,-22599,1300973,1527254
0,Boys & Girls Clubs of Greater Washington,2017,530236759,"BOYS & GIRLS CLUBS OF GREATER WASHINGTON, INC. (BGCGW) IS A DISTRICT OF COLUMBIA NON-PROFIT ORGANIZATION, INCORPORATED IN 1886, WHICH IS COMMITTED TO HELPING YOUTH OF ALL BACKGROUNDS, ESPECIALLY THOSE WHO NEED US MOST, BUILD CONFIDENCE, DEVELOP CHARACTER AND ACQUIRE THE SKILLS NEEDED TO BECOME PRODUCTIVE, CIVIC-MINDED AND RESPONSIBLE ADULTS.",36,36,284,764,0,SELECT-KEY-WRITE-NULL,7735782,7327132,1863546,2129433,4567,573395,213493,288891,9817388,10318851,26109,37309,0,0,6065416,6609730,25988,29633,SELECT-KEY-WRITE-NULL,1075273,4515450,4451424,10632963,11128096,-815575,-809245,18091608,17634943,4082997,4435309,14008611,13199634
0,BUILD Metro DC,2017,943386695,"BUILD's mission is to use entrepreneurship to excite and propel low-income, disengaged youth through high school to college success. BUILD is committed to helping disadvantaged youth in America's most underserved communities gain the knowledge and ability to persevere in college and beyond. While academic proficiency is necessary, it is not sufficient to prepare students for college and their careers. The missing piece is for our youth to acquire 21st century skills - critical thinking and problem-solving, self-directed learning and collaboration - All of which are best learned through a hands-on, real-life experience like starting a business.",11,10,187,1317,0,SELECT-KEY-WRITE-NULL,9302362,12422056,40047,72250,468,-3702,-442775,-556099,8900102,11934505,101224,76187,0,0,6265678,7259197,0,0,SELECT-KEY-WRITE-NULL,1346226,2330524,2747842,8697426,10083226,202676,1851279,3553726,5546301,339466,480762,3214260,5065539
0,Calvin Coolidge Alumni Association,2017,208865134,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,70114,77723
0,CentroNia,2017,251689720,"EDUCATING CHILDREN AND STRENGTHENING FAMILIES, IN A BILINGUAL, MULTICULTURAL ENVIRONMENT.",15,15,269,300,0,SELECT-KEY-WRITE-NULL,9219863,10321187,2077533,1045250,HEADERFILL-NULL,15834543,1132342,1515246,12429738,28716226,HEADERFILL-NULL,0,HEADERFILL-NULL,0,9136602,9643247,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,273903,4574269,5033190,13710871,14676437,-1281133,14039789,6958972,18869449,6350302,4872627,608670,13996822
0,CitiWide Computer Training Center,2017,521821950,"Provide training to low-income and disadvantaged District of Columbia residents, leading to professional licensure and certifications",9,9,7,2,0,SELECT-KEY-WRITE-NULL,434627,288491,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,0,434627,288491,HEADERFILL-NULL,0,HEADERFILL-NULL,0,168356,85619,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,500,250253,251824,418609,337443,16018,-48952,185054,176457,72793,113148,112261,63309
0,City Kids Wilderness Project,2017,521976304,"PROGRAM BUILDS RESILIENCY, BROADENS HORIZONS, & ENSURES SKILLS FOR SUCCESS WITH DC YOUTH.",16,16,74,15,0,SELECT-KEY-WRITE-NULL,756074,823693,51554,165554,16575,20250,77063,68286,901266,1077783,0,0,0,0,557323,622879,0,0,SELECT-KEY-WRITE-NULL,184379,554817,579071,1112140,1201950,-210874,-124167,3729139,3790039,2560947,2718312,1168192,1071727
0,CityDance Emsemble,2017,522165072,"CITYDANCE HAS A MISSION TO TRANSFORM LIVES AND COMMUNITIES THROUGH DANCE AND FULFILLS THIS MISSION THROUGH THREE CORE PROGRAM OFFERINGS: CITYDANCE PRESENTS - PRODUCING AND PRESENTING PROFESSIONAL DANCE AT PRESTIGIOUS PERFORMANCE VENUES THROUGHOUT THE DC METROPOLITAN REGION; CITYDANCE SCHOOL & CONSERVATORY - TRAINING YOUNG DANCERS FOR PROFESSIONAL CAREERS AT ITS THREE DANCE CENTERS IN MARYLAND AND DC ; AND CITYDANCE DREAM - USING DANCE TO PREPARE YOUTH FROM DC'S LOW-INCOME COMMUNITIES FOR ACADEMIC, PROFESSIONAL AND PERSONAL SUCCESS.",14,14,28,14,0,SELECT-KEY-WRITE-NULL,778706,1775717,1482614,1878794,HEADERFILL-NULL,0,HEADERFILL-NULL,0,2261320,3654511,HEADERFILL-NULL,0,HEADERFILL-NULL,0,989589,1280831,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,229740,1130842,1603265,2120431,2884096,140889,770415,590654,1528599,59888,227418,530766,1301181
0,College Success Foundation-DC,2017,205561911,TO INCREASE THE NUMBER OF COLLEGE GRADUATES AMONG LOW-INCOME YOUTH.,13,13,82,189,0,SELECT-KEY-WRITE-NULL,2084307,3081840,0,204548,0,2655,0,-70254,2084307,3218789,6977261,8581023,0,0,976889,2094277,39750,66000,SELECT-KEY-WRITE-NULL,406092,825736,1729172,8819636,12470472,-6735329,-9251683,59326044,50421347,26894926,27241912,32431118,23179435
0,Common Threads,2017,200106847,TEACH LOW INCOME CHILDREN TO COOK WHOLESOME AND AFFORDABLE MEALS.,14,14,32,225,0,SELECT-KEY-WRITE-NULL,2131640,2462820,94363,26202,2289,1148,4685,-17158,2232977,2473012,0,0,0,0,1564844,1886336,0,0,SELECT-KEY-WRITE-NULL,473444,816202,1322619,2381046,3208955,-148069,-735943,2530767,1855681,65667,126524,2465100,1729157
0,Community Services Foundation,2017,452635513,"TO ENHANCE THE LIVES OF RESIDENTS LIVING IN MANAGED COMMUNITIES BY PROVIDING STRUCTURED SERVICES, ACTIVITIES AND PROGRAMS FOR RESIDENTS IN THE COMMUNITIES.",7,7,9,30,0,SELECT-KEY-WRITE-NULL,921202,1173368,770103,821266,HEADERFILL-NULL,0,6465,1867,1697770,1996501,127059,136250,HEADERFILL-NULL,0,449844,517552,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,134591,1027613,1335490,1604516,1989292,93254,7209,532435,603605,150459,214420,381976,389185
0,Dance Institue of Washington,2017,521851373,"THE DANCE INSTITUTE OF WASHINGTON (DIW) IS A DANCE EDUCATION INSTITUTION COMMITTED TO PROVIDING CHILDREN AND YOUTH THE OPPORTUNITY TO DEVELOP ARTISTICALLY, SOCIALLY, EMOTIONALLY AND INTELLECTUALLY THROUGH THE DISCIPLINE OF DANCE.",6,6,8,6,0,SELECT-KEY-WRITE-NULL,443863,383526,293663,186610,0,12,0,1161,737526,571309,0,0,0,0,421946,228744,0,0,SELECT-KEY-WRITE-NULL,36823,306244,480847,728190,709591,9336,-138282,359540,224111,203355,296087,156185,-71976
0,Dance Place (DC Wheel Productions),2017,521118504,"FOUNDED IN 1980, DANCE PLACE BUILDS A COMMUNITY OF ARTISTS, AUDIENCES, AND STUDENTS. THIS IS ACCOMPLISHED THROUGH HIGH QUALITY PERFORMANCES, COMMISSIONS, TRAINING AND EDUCATIONAL PROGRAMS. WE ARE COMMITTED TO ENRICHING THE FIELD OF DANCE LOCALLY, NATIONALLY AND INTERNATIONALLY. OUR THRIVING ARTS CAMPUS SERVES AS AN ANCHOR IN THE DEVELOPMENT OF OUR BROOKLAND/EDGEWOOD NEIGHBORHOOD IN WASHINGTON, DC.",17,16,26,50,3220,SELECT-KEY-WRITE-NULL,2324654,1312698,482356,547122,472,725,4337,-5655,2811819,1854890,0,0,0,0,760387,818963,0,0,SELECT-KEY-WRITE-NULL,161475,976969,941479,1737356,1760442,1074463,94448,4831235,4779191,756789,610297,4074446,4168894
0,DC Creative Writing Workshop,2017,522221613,"THE DCCWW, BASED IN THE CONGRESS HEIGHTS NEIGHBORHOOD OF SOUTHEAST D.C., UNITES PARENTS, TEACHERS AND PROFESSIONAL WRITERS-IN-RESIDENCE TO TRANSFORM THE LIVES OF YOUTH THROUGH SELF-EXPRESSION AND THE POWER OF THE WRITTEN WORD.",6,6,8,5,0,SELECT-KEY-WRITE-NULL,190097,158740,165,150,1583,4391,HEADERFILL-NULL,0,191845,163281,HEADERFILL-NULL,0,HEADERFILL-NULL,0,113446,119596,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,0,37784,34710,151230,154306,40615,8975,147852,161176,5091,2723,142761,158453
0,DC Promise Neighborhood Initiative,2017,270675043,DCPNI SUPPORTS ALL MEMBERS OF THE KENILWORTH- PARKSIDE COMMUNITY IN REALIZING THEIR INNATE CAPACITY TO IMPROVE THE QUALITY OF THEIR OWN LIVES AND INSPIRE CHANGE IN THEIR NEIGHBORHOOD AND THE WORLD.,9,9,58,35,0,SELECT-KEY-WRITE-NULL,6017319,6522169,HEADERFILL-NULL,0,HEADERFILL-NULL,0,HEADERFILL-NULL,2766,6017319,6524935,11115,30853,HEADERFILL-NULL,0,2978366,3005347,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,148672,3076483,3741555,6065964,6777755,-48645,-252820,1344354,615467,815502,339435,528852,276032
0,DC Youth Orchestra Program,2017,526059783,"THE MISSION OF DC YOUTH ORCHESTRA PROGRAM (DCYOP) IS ""MUSIC FOR YOUNG PEOPLE; ACHIEVEMENT FOR LIFE."" ITS GOALS ARE TO PROVIDE AFFORDABLE, ACCESSIBLE, QUALITY MUSIC INSTRUCTION AND PERFORMANCE OPPORTUNITIES FOR YOUNG PEOPLE IN THE DC AREA, TO DEVELOP A YOUTH ORCHESTRA CAPABLE OF COMPETING SUCCESSFULLY AT THE NATIONAL AND (CONTINUED ON SCHEDULE O)",8,8,9,100,0,SELECT-KEY-WRITE-NULL,555907,822397,338733,341127,1077,802,15384,15040,911101,1179366,61507,52490,HEADERFILL-NULL,0,421986,442427,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,47016,350137,412250,833630,907167,77471,272199,424824,766721,66908,131816,357916,634905
0,A Washington Field of Dreams,2017,522108599,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,-5404,-48
0,Fihankra Akoma Ntoaso (FAN),2017,203235972,"Fihankra Akoma Ntoaso (FAN)s mission is to cultivate a focus on the well-being and positive development of youth in an environment infused with safety, security, and love. FAN currently offers youth development programming to teens in foster care, ages 10-22.",7,7,14,9,0,SELECT-KEY-WRITE-NULL,59558,153699,0,5556,-103,25903,0,67,59455,185225,0,0,0,0,64467,145894,110,166,SELECT-KEY-WRITE-NULL,13976,23906,41241,88483,187301,-29028,-2076,145669,49575,21204,3093,124465,46482
0,Fishing School,2017,521736536,"The Fishing School (TFS) is a nonprofit serving the Washington,DC communities most in need. Our mission is to prepare elementary and middle school youth for success in high school and life by improving their academic performance and life skills; and engaging them and their parents in intensive, multi-year, and research-based out-of-school time and parental engagement programs and activities.",12,12,16,30,0,SELECT-KEY-WRITE-NULL,1306876,1362818,HEADERFILL-NULL,0,122,34,280656,205775,1587654,1568627,HEADERFILL-NULL,0,HEADERFILL-NULL,0,736929,1032278,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,156945,925627,528044,1662556,1560322,-74902,8305,2196125,2139744,202417,137731,1993708,2002013
0,FLOC FOR LOVE OF CHILDREN,2017,526064548,"TO TEACH, EMPOWER AND TRANSFORM CHILDREN TO BECOME CONTRIBUTING MEMBERS OF THEIR COMMUNITIES.",14,14,45,408,0,SELECT-KEY-WRITE-NULL,1912004,1676048,73662,54203,30235,20390,22000,0,2037901,1750641,57986,56374,0,0,1290338,1109307,0,0,SELECT-KEY-WRITE-NULL,335016,724754,618950,2073078,1784631,-35177,-33990,1636602,1593769,196075,129756,1440527,1464013
0,Friends of Fort Dupont Ice Arena,2017,521985982,"FDIA provides opportunity, education, and inspiration to young people in DC area through ice skating & educational activities. Activities include public skating, lessons, and availability of facilities for teams and schools. FDIA provides a safe place for young people with structured activities.",16,16,23,300,-1544,SELECT-KEY-WRITE-NULL,369840,400476,573366,575615,HEADERFILL-NULL,0,12254,21601,955460,997692,HEADERFILL-NULL,0,HEADERFILL-NULL,0,507339,571124,7440,8776,SELECT-KEY-WRITE-NULL,118880,465523,496848,980302,1076748,-24842,-79056,1091937,1069389,50113,106621,1041824,962768
0,Friends of Kenilworth Aquatic Gardens,2017,208701197,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,29157,53119
0,Future Project,2017,274374555,"The Future Project's mission is to inspire young people to begin building the life and world of their dreams, and never stop. We focus on those students who would not otherwise have the opportunity or support to realize their greatness and share it with the world.",9,7,66,40,0,SELECT-KEY-WRITE-NULL,7625244,9964878,HEADERFILL-NULL,312201,HEADERFILL-NULL,0,4267,0,7629511,10277079,HEADERFILL-NULL,0,HEADERFILL-NULL,0,4284486,7014800,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,640665,2570922,2680863,6855408,9695663,774103,581416,1436788,1970334,536673,488803,900115,1481531
0,GALA,2017,521064097,TO PRESERVE AND PROMOTE HISPANIC ART AND CULTURE THROUGH THE PRESENTATION OF BILINGUAL THEATRE.,13,13,13,55,3925,SELECT-KEY-WRITE-NULL,963393,962562,251579,266479,40,35,106163,92294,1321175,1321370,0,0,0,0,360226,356750,0,0,SELECT-KEY-WRITE-NULL,99762,1068505,1094511,1428731,1451261,-107556,-129891,3786177,3651389,132612,127715,3653565,3523674
0,Georgia Avenue Rock Creek East Family Support Collaborative,2017,522349433,GAFSC provides services that stabilize and strenghten families and prevent the abuse and neglect of children and build the District of Columbia's capacity of the ward 4 community to support youth and families.,11,10,37,40,0,SELECT-KEY-WRITE-NULL,3084157,3019308,HEADERFILL-NULL,0,7,31,HEADERFILL-NULL,0,3084164,3019339,HEADERFILL-NULL,0,HEADERFILL-NULL,0,2109051,1937330,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,0,866538,1227981,2975589,3165311,108575,-145972,1680071,1469363,1168062,1103326,512009,366037
0,Girls  of the Washington DC Metropolitan Area,2017,841648959,"Girls Inc. is a national nonprofit youth organization dedicated to inspiring all girls to be strong, smart and bold. Girls Inc. provides vital educational programs to millions of American girls, particularly those in high-risk underserved areas.",22,22,8,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,202604,377272,2577,2051,HEADERFILL-NULL,26,HEADERFILL-NULL,-35231,205181,344118,HEADERFILL-NULL,0,HEADERFILL-NULL,0,145696,189219,7650,0,SELECT-KEY-WRITE-NULL,26172,86687,58863,240033,248082,-34852,96036,83425,172480,11003,3478,72422,169002
0,Girls on the Run DC,2017,743218001,"GOTR-DC is a positive youth development program for girls in third through eighth grades. Volunteers are trained to deliver the 10-week interactive curriculum that teaches girls life skills, healthy living, and self-respect.",11,11,7,1200,0,SELECT-KEY-WRITE-NULL,345944,338751,187562,219924,488,329,-23712,9018,510282,568022,0,0,0,0,223597,305304,8340,7719,SELECT-KEY-WRITE-NULL,164792,204778,240446,436715,553469,73567,14553,311941,323763,11592,8861,300349,314902
0,Girls Rock! DC,2017,263133547,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,87379,121379
0,Global Kids,2017,133629485,"SEE SCHEDULE O.TO ENSURE YOUTH FROM UNDERSERVED COMMUNITIES HAVE THE KNOWLEDGE, SKILLS, EXPERIENCES AND VALUES THEY NEED TO BE SUCCESSFUL IN SCHOOL, PARTICIPATE EFFECTIVELY IN THE DEMOCRATIC PROCESS, AND ACHIEVE LEADERSHIP IN THEIR COMMUNITIES AND ON THE GLOBAL STAGE.",19,19,126,30,0,SELECT-KEY-WRITE-NULL,3248825,4415741,948409,1357621,44,244,17586,20475,4214864,5794081,31000,31050,0,0,3300447,4185371,0,0,SELECT-KEY-WRITE-NULL,223792,1146782,1580949,4478229,5797370,-263365,-3289,2239162,2404696,326231,495054,1912931,1909642
0,Good Projects,2017,811491594,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,0,13038
0,Healthy Babies Project,2017,521711352,Provides care and other services to high risk and low-income pregnant women.,5,4,0,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,416385,700898,HEADERFILL-NULL,0,HEADERFILL-NULL,0,6708,1797,423093,702695,HEADERFILL-NULL,0,HEADERFILL-NULL,0,293355,384860,HEADERFILL-NULL,0,SELECT-KEY-WRITE-NULL,0,122208,147350,415563,532210,7530,170485,165911,223278,78290,29822,87621,193456
0,High Tea Society,2017,522044895,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,SELECT-KEY-WRITE-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,HEADERFILL-NULL,4513,5142
0,Higher Achievement Program,2017,521383374,"PROVIDE AFTER SCHOOL AND SUMMER ACADEMIC ENRICHMENT IN UNDERSERVED AREAS OF DC, VA, PA & MD.",16,16,292,500,0,SELECT-KEY-WRITE-NULL,8735237,10979904,0,0,299,143,53580,134107,8789116,11114154,0,0,0,0,4972071,6480636,0,0,SELECT-KEY-WRITE-NULL,851094,2621500,3593057,7593571,10073693,1195545,1040461,8198373,9254723,1936878,1956859,6261495,7297864
0,Hillside Work Scholarship Connection,2017,161453581,YOUTH ADVOCACY FOR MIDDLE AND HIGH SCHOOL STUDENTS TO INCREASE GRADUATION RATES,8,7,284,15,0,SELECT-KEY-WRITE-NULL,5887855,8025796,9058769,8451114,0,0,1400,1300,14948024,16478210,0,0,0,0,9104828,10407233,0,0,SELECT-KEY-WRITE-NULL,0,5784202,6433778,14889030,16841011,58994,-362801,14003740,11982553,981525,807100,13022215,11175453
